docname,topic,proportion
367c91fc-0e58-4774-87e1-9c46cd9d6df0.txt,000,0.825576
367c91fc-0e58-4774-87e1-9c46cd9d6df0.txt,003,0.109172
367c91fc-0e58-4774-87e1-9c46cd9d6df0.txt,011,0.030941
367c91fc-0e58-4774-87e1-9c46cd9d6df0.txt,013,0.019929
367c91fc-0e58-4774-87e1-9c46cd9d6df0.txt,005,0.014382
16233ae37735a7dd.txt,003,0.504375
16233ae37735a7dd.txt,004,0.169991
16233ae37735a7dd.txt,000,0.123468
16233ae37735a7dd.txt,001,0.076989
16233ae37735a7dd.txt,006,0.071314
16233ae37735a7dd.txt,002,0.053864
14eaf0c8ed8d5938.txt,003,0.573655
14eaf0c8ed8d5938.txt,000,0.215691
14eaf0c8ed8d5938.txt,002,0.175414
14eaf0c8ed8d5938.txt,005,0.035239
da7ce55c-dc6d-4f88-b9a0-9a6bf528412b.txt,003,0.739994
da7ce55c-dc6d-4f88-b9a0-9a6bf528412b.txt,006,0.260006
8f4e5434-668d-4042-8f2b-68735c400c41.txt,000,0.778383
8f4e5434-668d-4042-8f2b-68735c400c41.txt,002,0.211916
8f4e5434-668d-4042-8f2b-68735c400c41.txt,007,0.009701
14eaeefb936c6da1.txt,006,0.310761
14eaeefb936c6da1.txt,004,0.24032
14eaeefb936c6da1.txt,000,0.160699
14eaeefb936c6da1.txt,002,0.112096
14eaeefb936c6da1.txt,005,0.102963
14eaeefb936c6da1.txt,003,0.055897
14eaeefb936c6da1.txt,010,0.017265
165a76eb3fbc6e36.txt,002,0.32066
165a76eb3fbc6e36.txt,005,0.213859
165a76eb3fbc6e36.txt,001,0.188442
165a76eb3fbc6e36.txt,000,0.149214
165a76eb3fbc6e36.txt,003,0.106386
165a76eb3fbc6e36.txt,006,0.021439
144436bde4542860.txt,002,0.64877
144436bde4542860.txt,000,0.164888
144436bde4542860.txt,006,0.12561
144436bde4542860.txt,007,0.060732
bbbc017d-a8f8-46c2-b407-e87ea7388b7e.txt,003,0.988417
bbbc017d-a8f8-46c2-b407-e87ea7388b7e.txt,000,0.011583
37a1c3a2-ab0b-4912-a936-54b507921ab1.txt,002,0.462745
37a1c3a2-ab0b-4912-a936-54b507921ab1.txt,006,0.167459
37a1c3a2-ab0b-4912-a936-54b507921ab1.txt,008,0.116118
37a1c3a2-ab0b-4912-a936-54b507921ab1.txt,004,0.11033
37a1c3a2-ab0b-4912-a936-54b507921ab1.txt,005,0.090789
37a1c3a2-ab0b-4912-a936-54b507921ab1.txt,000,0.039718
37a1c3a2-ab0b-4912-a936-54b507921ab1.txt,001,0.012841
143e1b7ee3696ef4.txt,000,0.52434
143e1b7ee3696ef4.txt,004,0.246902
143e1b7ee3696ef4.txt,008,0.124136
143e1b7ee3696ef4.txt,005,0.041325
143e1b7ee3696ef4.txt,001,0.031771
143e1b7ee3696ef4.txt,003,0.024801
143e1b7ee3696ef4.txt,006,0.006724
14f3b3f343b89eae.txt,005,0.797936
14f3b3f343b89eae.txt,003,0.139835
14f3b3f343b89eae.txt,001,0.037535
14f3b3f343b89eae.txt,000,0.024694
163996ce0b20a566.txt,002,0.66064
163996ce0b20a566.txt,003,0.203984
163996ce0b20a566.txt,009,0.068399
163996ce0b20a566.txt,001,0.043245
163996ce0b20a566.txt,006,0.023731
16122f5798d93aaf.txt,000,0.427419
16122f5798d93aaf.txt,004,0.274478
16122f5798d93aaf.txt,003,0.205037
16122f5798d93aaf.txt,001,0.089491
16122f5798d93aaf.txt,006,0.003575
147a1576a685fe46.txt,002,0.663415
147a1576a685fe46.txt,000,0.207973
147a1576a685fe46.txt,003,0.128612
15754dd845e95848.txt,000,0.502691
15754dd845e95848.txt,003,0.246515
15754dd845e95848.txt,004,0.187446
15754dd845e95848.txt,011,0.061309
15754dd845e95848.txt,005,0.002039
58652bc1-bc99-45d1-95ff-7beac4b7c9b0.txt,000,0.307532
58652bc1-bc99-45d1-95ff-7beac4b7c9b0.txt,004,0.292226
58652bc1-bc99-45d1-95ff-7beac4b7c9b0.txt,003,0.283438
58652bc1-bc99-45d1-95ff-7beac4b7c9b0.txt,009,0.116804
14eaf3b5f3799093.txt,003,0.566575
14eaf3b5f3799093.txt,007,0.110369
14eaf3b5f3799093.txt,001,0.097564
14eaf3b5f3799093.txt,000,0.070261
14eaf3b5f3799093.txt,005,0.064244
14eaf3b5f3799093.txt,006,0.054778
14eaf3b5f3799093.txt,008,0.03621
abec85f2-21b9-45dd-a588-91077ef02d9f.txt,002,0.764307
abec85f2-21b9-45dd-a588-91077ef02d9f.txt,005,0.111328
abec85f2-21b9-45dd-a588-91077ef02d9f.txt,006,0.06925
abec85f2-21b9-45dd-a588-91077ef02d9f.txt,012,0.019265
abec85f2-21b9-45dd-a588-91077ef02d9f.txt,000,0.01863
abec85f2-21b9-45dd-a588-91077ef02d9f.txt,008,0.01722
6e5397f3-6542-4706-8928-916f68872d9d.txt,003,0.516289
6e5397f3-6542-4706-8928-916f68872d9d.txt,007,0.176636
6e5397f3-6542-4706-8928-916f68872d9d.txt,006,0.115585
6e5397f3-6542-4706-8928-916f68872d9d.txt,000,0.095875
6e5397f3-6542-4706-8928-916f68872d9d.txt,002,0.056757
6e5397f3-6542-4706-8928-916f68872d9d.txt,005,0.038858
14eaf122ee637137.txt,010,1.0
14fe4f7f76a856dc.txt,000,0.351877
14fe4f7f76a856dc.txt,006,0.231708
14fe4f7f76a856dc.txt,004,0.19232
14fe4f7f76a856dc.txt,001,0.138554
14fe4f7f76a856dc.txt,005,0.059621
14fe4f7f76a856dc.txt,009,0.02592
9c7032cf-5f67-4dac-9e80-36bfab11fe43.txt,006,0.471751
9c7032cf-5f67-4dac-9e80-36bfab11fe43.txt,003,0.276588
9c7032cf-5f67-4dac-9e80-36bfab11fe43.txt,000,0.085512
9c7032cf-5f67-4dac-9e80-36bfab11fe43.txt,002,0.083668
9c7032cf-5f67-4dac-9e80-36bfab11fe43.txt,008,0.082482
14464387d9ce3df4.txt,000,0.579612
14464387d9ce3df4.txt,001,0.195589
14464387d9ce3df4.txt,002,0.152278
14464387d9ce3df4.txt,004,0.04799
14464387d9ce3df4.txt,010,0.024531
309b9e8e-d42d-4d70-be73-6e2f8486f267.txt,005,0.592872
309b9e8e-d42d-4d70-be73-6e2f8486f267.txt,011,0.175043
309b9e8e-d42d-4d70-be73-6e2f8486f267.txt,006,0.145153
309b9e8e-d42d-4d70-be73-6e2f8486f267.txt,014,0.086931
161d78a0a90a4adb.txt,005,0.231994
161d78a0a90a4adb.txt,006,0.220023
161d78a0a90a4adb.txt,001,0.202661
161d78a0a90a4adb.txt,000,0.185737
161d78a0a90a4adb.txt,003,0.114536
161d78a0a90a4adb.txt,014,0.031302
161d78a0a90a4adb.txt,010,0.013746
11cdf1ca-488f-4e4a-ac2a-19a50cfc0059.txt,002,0.650988
11cdf1ca-488f-4e4a-ac2a-19a50cfc0059.txt,005,0.165043
11cdf1ca-488f-4e4a-ac2a-19a50cfc0059.txt,003,0.146605
11cdf1ca-488f-4e4a-ac2a-19a50cfc0059.txt,004,0.037365
77cd3282-8fe4-42cd-b12a-a66f78003d9c.txt,004,0.501598
77cd3282-8fe4-42cd-b12a-a66f78003d9c.txt,003,0.382456
77cd3282-8fe4-42cd-b12a-a66f78003d9c.txt,011,0.089052
77cd3282-8fe4-42cd-b12a-a66f78003d9c.txt,002,0.026894
165b7be1046cf18f.txt,001,0.326583
165b7be1046cf18f.txt,003,0.195334
165b7be1046cf18f.txt,005,0.160681
165b7be1046cf18f.txt,002,0.143819
165b7be1046cf18f.txt,000,0.105832
165b7be1046cf18f.txt,006,0.067751
a8c6f16c-befb-4412-9d2c-f9c6d1f5f214.txt,002,0.504255
a8c6f16c-befb-4412-9d2c-f9c6d1f5f214.txt,000,0.470026
a8c6f16c-befb-4412-9d2c-f9c6d1f5f214.txt,009,0.025718
15433c62167b4eb7.txt,002,0.497732
15433c62167b4eb7.txt,005,0.23258
15433c62167b4eb7.txt,007,0.184158
15433c62167b4eb7.txt,006,0.085529
1ecd4b42-9686-444a-b14e-02b0545be848.txt,003,0.84268
1ecd4b42-9686-444a-b14e-02b0545be848.txt,004,0.095077
1ecd4b42-9686-444a-b14e-02b0545be848.txt,005,0.05916
1ecd4b42-9686-444a-b14e-02b0545be848.txt,000,0.003083
955b9d13-d280-442e-b217-06f3f23f6420.txt,002,0.361874
955b9d13-d280-442e-b217-06f3f23f6420.txt,004,0.264632
955b9d13-d280-442e-b217-06f3f23f6420.txt,005,0.168437
955b9d13-d280-442e-b217-06f3f23f6420.txt,000,0.149956
955b9d13-d280-442e-b217-06f3f23f6420.txt,009,0.055101
c5a97d2a-ea96-47bd-8aa3-b5ed4204ab4e.txt,003,0.657383
c5a97d2a-ea96-47bd-8aa3-b5ed4204ab4e.txt,004,0.228677
c5a97d2a-ea96-47bd-8aa3-b5ed4204ab4e.txt,005,0.113941
887b91d1-bf74-4ffd-84cc-2683e4fd765b.txt,007,0.905889
887b91d1-bf74-4ffd-84cc-2683e4fd765b.txt,008,0.045204
887b91d1-bf74-4ffd-84cc-2683e4fd765b.txt,006,0.043487
887b91d1-bf74-4ffd-84cc-2683e4fd765b.txt,002,0.005419
14862800c211695f.txt,002,0.674697
14862800c211695f.txt,001,0.095501
14862800c211695f.txt,003,0.082619
14862800c211695f.txt,005,0.074662
14862800c211695f.txt,000,0.072521
14464464a50d51e2.txt,000,0.579397
14464464a50d51e2.txt,002,0.120132
14464464a50d51e2.txt,003,0.115751
14464464a50d51e2.txt,005,0.112947
14464464a50d51e2.txt,001,0.071774
158d79dd8756c633.txt,004,0.398554
158d79dd8756c633.txt,002,0.216839
158d79dd8756c633.txt,005,0.194627
158d79dd8756c633.txt,000,0.133772
158d79dd8756c633.txt,001,0.056207
b9f1697a-271c-4a14-8033-671683b75391.txt,005,0.624782
b9f1697a-271c-4a14-8033-671683b75391.txt,002,0.257957
b9f1697a-271c-4a14-8033-671683b75391.txt,008,0.09013
b9f1697a-271c-4a14-8033-671683b75391.txt,009,0.027132
46775b37-e84f-4221-9959-08c00a115706.txt,000,0.4319
46775b37-e84f-4221-9959-08c00a115706.txt,004,0.27748
46775b37-e84f-4221-9959-08c00a115706.txt,005,0.192965
46775b37-e84f-4221-9959-08c00a115706.txt,008,0.070295
46775b37-e84f-4221-9959-08c00a115706.txt,006,0.02736
165c1fd861558ed0.txt,000,0.459853
165c1fd861558ed0.txt,002,0.302431
165c1fd861558ed0.txt,003,0.097291
165c1fd861558ed0.txt,001,0.078848
165c1fd861558ed0.txt,005,0.061576
6d189712-7030-45a8-914b-9062b731bf71.txt,003,0.578819
6d189712-7030-45a8-914b-9062b731bf71.txt,008,0.342169
6d189712-7030-45a8-914b-9062b731bf71.txt,000,0.071374
6d189712-7030-45a8-914b-9062b731bf71.txt,006,0.007638
5d8254be-9a8e-4ab8-85c2-f061adc0dce7.txt,014,0.958934
5d8254be-9a8e-4ab8-85c2-f061adc0dce7.txt,000,0.041066
144624be7f878451.txt,002,0.658675
144624be7f878451.txt,003,0.205137
144624be7f878451.txt,008,0.136188
1441482f6df8967b.txt,000,0.429794
1441482f6df8967b.txt,002,0.416029
1441482f6df8967b.txt,005,0.098963
1441482f6df8967b.txt,012,0.055214
15696f09d648c35e.txt,000,0.537777
15696f09d648c35e.txt,005,0.137985
15696f09d648c35e.txt,004,0.128794
15696f09d648c35e.txt,007,0.125988
15696f09d648c35e.txt,008,0.052357
15696f09d648c35e.txt,001,0.011214
15696f09d648c35e.txt,014,0.005884
1566d4d4325abcb4.txt,005,0.271961
1566d4d4325abcb4.txt,001,0.26086
1566d4d4325abcb4.txt,002,0.200667
1566d4d4325abcb4.txt,004,0.111124
1566d4d4325abcb4.txt,000,0.087211
1566d4d4325abcb4.txt,009,0.042457
1566d4d4325abcb4.txt,006,0.02572
152430c809f951b4.txt,003,0.572717
152430c809f951b4.txt,000,0.210656
152430c809f951b4.txt,002,0.187435
152430c809f951b4.txt,005,0.029192
7d43cb5b-2709-40cf-9c45-7f001e915e17.txt,005,0.871123
7d43cb5b-2709-40cf-9c45-7f001e915e17.txt,008,0.068853
7d43cb5b-2709-40cf-9c45-7f001e915e17.txt,002,0.025289
7d43cb5b-2709-40cf-9c45-7f001e915e17.txt,000,0.022115
7d43cb5b-2709-40cf-9c45-7f001e915e17.txt,011,0.012619
14442a9183a00ccb.txt,002,0.43017
14442a9183a00ccb.txt,005,0.27249
14442a9183a00ccb.txt,001,0.189758
14442a9183a00ccb.txt,006,0.059362
14442a9183a00ccb.txt,011,0.048221
14862e581e002896.txt,004,0.430681
14862e581e002896.txt,000,0.329342
14862e581e002896.txt,002,0.145026
14862e581e002896.txt,005,0.05597
14862e581e002896.txt,009,0.021552
14862e581e002896.txt,014,0.017429
1631a58bbe35492b.txt,006,0.713078
1631a58bbe35492b.txt,004,0.122325
1631a58bbe35492b.txt,005,0.106242
1631a58bbe35492b.txt,010,0.043772
1631a58bbe35492b.txt,000,0.014583
76bca90f-116d-47ea-be56-32672a28a651.txt,006,0.993269
76bca90f-116d-47ea-be56-32672a28a651.txt,002,0.006731
cc8d8912-940b-40ba-8109-577f707d8746.txt,000,0.307532
cc8d8912-940b-40ba-8109-577f707d8746.txt,004,0.292226
cc8d8912-940b-40ba-8109-577f707d8746.txt,003,0.283438
cc8d8912-940b-40ba-8109-577f707d8746.txt,009,0.116804
9eaab6be-600b-4d12-a8ec-38af938eb422.txt,002,1.0
67f6df8d-e722-4693-8a82-63352eaa9f82.txt,006,0.379289
67f6df8d-e722-4693-8a82-63352eaa9f82.txt,011,0.197553
67f6df8d-e722-4693-8a82-63352eaa9f82.txt,007,0.190708
67f6df8d-e722-4693-8a82-63352eaa9f82.txt,000,0.182852
67f6df8d-e722-4693-8a82-63352eaa9f82.txt,005,0.049598
e0e0522e-09df-44e3-92cc-9ce33bb3e4a1.txt,002,0.511123
e0e0522e-09df-44e3-92cc-9ce33bb3e4a1.txt,000,0.488877
1620db4da8918a3d.txt,001,0.327458
1620db4da8918a3d.txt,005,0.257532
1620db4da8918a3d.txt,003,0.145086
1620db4da8918a3d.txt,004,0.136577
1620db4da8918a3d.txt,006,0.09888
1620db4da8918a3d.txt,010,0.023559
1620db4da8918a3d.txt,002,0.010907
b1ccf87a-27fa-49bf-bd43-20def9cf21c0.txt,003,0.940962
b1ccf87a-27fa-49bf-bd43-20def9cf21c0.txt,006,0.030758
b1ccf87a-27fa-49bf-bd43-20def9cf21c0.txt,000,0.016808
b1ccf87a-27fa-49bf-bd43-20def9cf21c0.txt,011,0.011472
a93326ec-0ec4-4af1-83db-5a08d54a1c48.txt,000,0.336774
a93326ec-0ec4-4af1-83db-5a08d54a1c48.txt,007,0.265851
a93326ec-0ec4-4af1-83db-5a08d54a1c48.txt,002,0.13934
a93326ec-0ec4-4af1-83db-5a08d54a1c48.txt,003,0.134663
a93326ec-0ec4-4af1-83db-5a08d54a1c48.txt,013,0.062512
a93326ec-0ec4-4af1-83db-5a08d54a1c48.txt,010,0.06086
78085051-991d-4758-90c3-a21b3b832387.txt,006,0.900261
78085051-991d-4758-90c3-a21b3b832387.txt,008,0.099739
c7ada89d-cd76-41a8-955a-6de2b368edc9.txt,002,0.650988
c7ada89d-cd76-41a8-955a-6de2b368edc9.txt,005,0.165043
c7ada89d-cd76-41a8-955a-6de2b368edc9.txt,003,0.146605
c7ada89d-cd76-41a8-955a-6de2b368edc9.txt,004,0.037365
158a93b523cb5f0b.txt,006,0.727141
158a93b523cb5f0b.txt,005,0.096314
158a93b523cb5f0b.txt,003,0.082081
158a93b523cb5f0b.txt,007,0.057255
158a93b523cb5f0b.txt,000,0.022627
158a93b523cb5f0b.txt,011,0.014583
385be13c-cc63-4989-92d8-d600d8de1555.txt,003,0.388857
385be13c-cc63-4989-92d8-d600d8de1555.txt,007,0.34916
385be13c-cc63-4989-92d8-d600d8de1555.txt,006,0.167817
385be13c-cc63-4989-92d8-d600d8de1555.txt,002,0.049255
385be13c-cc63-4989-92d8-d600d8de1555.txt,005,0.041013
385be13c-cc63-4989-92d8-d600d8de1555.txt,000,0.003898
145180f1e81ad643.txt,000,0.436573
145180f1e81ad643.txt,005,0.186064
145180f1e81ad643.txt,002,0.168107
145180f1e81ad643.txt,001,0.092317
145180f1e81ad643.txt,011,0.068855
145180f1e81ad643.txt,006,0.029648
145180f1e81ad643.txt,013,0.018435
157dd54a2af236d4.txt,002,0.243747
157dd54a2af236d4.txt,006,0.188234
157dd54a2af236d4.txt,007,0.168348
157dd54a2af236d4.txt,000,0.123704
157dd54a2af236d4.txt,005,0.106855
157dd54a2af236d4.txt,001,0.100905
157dd54a2af236d4.txt,003,0.055508
157dd54a2af236d4.txt,009,0.0127
14f397147fb7ce92.txt,002,0.423121
14f397147fb7ce92.txt,005,0.323013
14f397147fb7ce92.txt,001,0.250455
14f397147fb7ce92.txt,004,0.003411
ac2a200b-de3e-4255-ac53-43b7b7aefd12.txt,008,0.990256
ac2a200b-de3e-4255-ac53-43b7b7aefd12.txt,006,0.009744
1525389c18940945.txt,007,0.449975
1525389c18940945.txt,002,0.246146
1525389c18940945.txt,005,0.188837
1525389c18940945.txt,000,0.091883
1525389c18940945.txt,001,0.023158
d1a1aa11-b547-4711-8c7f-a1724f23ea1c.txt,000,0.637808
d1a1aa11-b547-4711-8c7f-a1724f23ea1c.txt,003,0.134158
d1a1aa11-b547-4711-8c7f-a1724f23ea1c.txt,010,0.105193
d1a1aa11-b547-4711-8c7f-a1724f23ea1c.txt,006,0.06227
d1a1aa11-b547-4711-8c7f-a1724f23ea1c.txt,008,0.060572
76985fd6-2f3a-49a5-81c5-3c1427accc8a.txt,004,0.35068
76985fd6-2f3a-49a5-81c5-3c1427accc8a.txt,002,0.249462
76985fd6-2f3a-49a5-81c5-3c1427accc8a.txt,005,0.188101
76985fd6-2f3a-49a5-81c5-3c1427accc8a.txt,003,0.127026
76985fd6-2f3a-49a5-81c5-3c1427accc8a.txt,000,0.084731
14e1946b73073cff.txt,003,0.407422
14e1946b73073cff.txt,001,0.181196
14e1946b73073cff.txt,002,0.154707
14e1946b73073cff.txt,004,0.123149
14e1946b73073cff.txt,005,0.078983
14e1946b73073cff.txt,000,0.03676
14e1946b73073cff.txt,013,0.017782
144628449c6aad5c.txt,000,0.559897
144628449c6aad5c.txt,002,0.156543
144628449c6aad5c.txt,001,0.130195
144628449c6aad5c.txt,005,0.094193
144628449c6aad5c.txt,006,0.059172
14fd551ae140e0c6.txt,004,0.399221
14fd551ae140e0c6.txt,000,0.380797
14fd551ae140e0c6.txt,002,0.11618
14fd551ae140e0c6.txt,005,0.103802
1653b7d1ec3e2407.txt,003,0.353718
1653b7d1ec3e2407.txt,008,0.192243
1653b7d1ec3e2407.txt,000,0.174628
1653b7d1ec3e2407.txt,006,0.10492
1653b7d1ec3e2407.txt,001,0.088581
1653b7d1ec3e2407.txt,002,0.085909
1469887827a17325.txt,002,0.754773
1469887827a17325.txt,006,0.101457
1469887827a17325.txt,003,0.05931
1469887827a17325.txt,000,0.04684
1469887827a17325.txt,004,0.03762
52d927b8-9f42-4102-86a0-8bde6c33cf01.txt,002,0.772753
52d927b8-9f42-4102-86a0-8bde6c33cf01.txt,000,0.227247
14fc9c913a4adcd2.txt,000,0.358956
14fc9c913a4adcd2.txt,007,0.2212
14fc9c913a4adcd2.txt,012,0.180914
14fc9c913a4adcd2.txt,005,0.157296
14fc9c913a4adcd2.txt,004,0.081634
160c8647cb8f46f2.txt,001,0.292572
160c8647cb8f46f2.txt,000,0.273525
160c8647cb8f46f2.txt,005,0.152271
160c8647cb8f46f2.txt,002,0.140666
160c8647cb8f46f2.txt,009,0.070836
160c8647cb8f46f2.txt,006,0.070131
14f3953a32c65de5.txt,000,0.480107
14f3953a32c65de5.txt,006,0.156491
14f3953a32c65de5.txt,001,0.113196
14f3953a32c65de5.txt,005,0.112969
14f3953a32c65de5.txt,008,0.060835
14f3953a32c65de5.txt,003,0.03962
14f3953a32c65de5.txt,010,0.021324
14f3953a32c65de5.txt,009,0.015458
165b4259452dad6e.txt,003,0.393026
165b4259452dad6e.txt,006,0.198418
165b4259452dad6e.txt,000,0.178917
165b4259452dad6e.txt,001,0.122892
165b4259452dad6e.txt,005,0.106748
4f18a0ac-f7e5-42d7-a958-2808fd6f99d9.txt,003,0.626165
4f18a0ac-f7e5-42d7-a958-2808fd6f99d9.txt,005,0.166319
4f18a0ac-f7e5-42d7-a958-2808fd6f99d9.txt,000,0.12742
4f18a0ac-f7e5-42d7-a958-2808fd6f99d9.txt,009,0.050794
4f18a0ac-f7e5-42d7-a958-2808fd6f99d9.txt,002,0.029302
2401faed-2407-4341-aac3-491e38e46885.txt,000,0.444042
2401faed-2407-4341-aac3-491e38e46885.txt,005,0.290684
2401faed-2407-4341-aac3-491e38e46885.txt,009,0.219546
2401faed-2407-4341-aac3-491e38e46885.txt,003,0.040482
2401faed-2407-4341-aac3-491e38e46885.txt,004,0.005246
14e192ef05503ef5.txt,002,0.668905
14e192ef05503ef5.txt,000,0.26787
14e192ef05503ef5.txt,001,0.03524
14e192ef05503ef5.txt,005,0.027985
c33eb4e7-f374-4787-ba4e-73d60a185b7d.txt,002,0.502556
c33eb4e7-f374-4787-ba4e-73d60a185b7d.txt,004,0.360804
c33eb4e7-f374-4787-ba4e-73d60a185b7d.txt,003,0.13664
bb690a32-88d5-4ca1-a194-5f757eacab9e.txt,003,0.640437
bb690a32-88d5-4ca1-a194-5f757eacab9e.txt,006,0.208593
bb690a32-88d5-4ca1-a194-5f757eacab9e.txt,002,0.106863
bb690a32-88d5-4ca1-a194-5f757eacab9e.txt,008,0.044107
14e1990ee96fa3d1.txt,002,0.505181
14e1990ee96fa3d1.txt,006,0.248141
14e1990ee96fa3d1.txt,003,0.194554
14e1990ee96fa3d1.txt,000,0.052125
14e3d2e36f0a5781.txt,002,0.445168
14e3d2e36f0a5781.txt,000,0.365288
14e3d2e36f0a5781.txt,003,0.132375
14e3d2e36f0a5781.txt,005,0.05717
1620db7ad743c2dc.txt,002,0.18625
1620db7ad743c2dc.txt,003,0.169121
1620db7ad743c2dc.txt,000,0.156898
1620db7ad743c2dc.txt,005,0.152848
1620db7ad743c2dc.txt,007,0.112737
1620db7ad743c2dc.txt,001,0.099021
1620db7ad743c2dc.txt,006,0.088085
1620db7ad743c2dc.txt,009,0.03504
cccd9fc4-3106-449d-84b7-b9c141c275f2.txt,004,0.618716
cccd9fc4-3106-449d-84b7-b9c141c275f2.txt,002,0.175239
cccd9fc4-3106-449d-84b7-b9c141c275f2.txt,003,0.11052
cccd9fc4-3106-449d-84b7-b9c141c275f2.txt,005,0.095524
b07ae291-b37e-41cb-9269-0596c3b8035e.txt,008,0.694672
b07ae291-b37e-41cb-9269-0596c3b8035e.txt,000,0.257883
b07ae291-b37e-41cb-9269-0596c3b8035e.txt,005,0.047445
302efaa2-2c2d-4ae9-8e3a-daaa9ff292dd.txt,002,0.764307
302efaa2-2c2d-4ae9-8e3a-daaa9ff292dd.txt,005,0.111328
302efaa2-2c2d-4ae9-8e3a-daaa9ff292dd.txt,006,0.06925
302efaa2-2c2d-4ae9-8e3a-daaa9ff292dd.txt,012,0.019265
302efaa2-2c2d-4ae9-8e3a-daaa9ff292dd.txt,000,0.01863
302efaa2-2c2d-4ae9-8e3a-daaa9ff292dd.txt,008,0.01722
158a928146525f45.txt,005,0.389897
158a928146525f45.txt,002,0.339279
158a928146525f45.txt,001,0.165439
158a928146525f45.txt,000,0.066242
158a928146525f45.txt,007,0.039144
16566cbffcf9dfb0.txt,002,0.722581
16566cbffcf9dfb0.txt,004,0.110564
16566cbffcf9dfb0.txt,005,0.078112
16566cbffcf9dfb0.txt,000,0.03423
16566cbffcf9dfb0.txt,010,0.030862
16566cbffcf9dfb0.txt,009,0.023651
7998d16d-4545-4c14-8dc9-a3c37b9b655f.txt,009,0.964482
7998d16d-4545-4c14-8dc9-a3c37b9b655f.txt,003,0.035518
7aa4c52c-ff92-4376-a017-4791fe01e8f5.txt,000,0.524749
7aa4c52c-ff92-4376-a017-4791fe01e8f5.txt,008,0.233677
7aa4c52c-ff92-4376-a017-4791fe01e8f5.txt,003,0.217035
7aa4c52c-ff92-4376-a017-4791fe01e8f5.txt,002,0.024539
cb9cf1a8-beb7-4c9a-9ed0-d3a9108290b8.txt,003,0.291492
cb9cf1a8-beb7-4c9a-9ed0-d3a9108290b8.txt,005,0.288379
cb9cf1a8-beb7-4c9a-9ed0-d3a9108290b8.txt,006,0.198102
cb9cf1a8-beb7-4c9a-9ed0-d3a9108290b8.txt,001,0.149129
cb9cf1a8-beb7-4c9a-9ed0-d3a9108290b8.txt,009,0.069702
cb9cf1a8-beb7-4c9a-9ed0-d3a9108290b8.txt,002,0.003197
14efc13e0873b140.txt,007,0.423997
14efc13e0873b140.txt,005,0.236005
14efc13e0873b140.txt,008,0.210387
14efc13e0873b140.txt,002,0.129611
80a4b7e1-540b-485b-b7a2-7fdc832dee53.txt,000,0.412481
80a4b7e1-540b-485b-b7a2-7fdc832dee53.txt,008,0.408872
80a4b7e1-540b-485b-b7a2-7fdc832dee53.txt,003,0.176729
80a4b7e1-540b-485b-b7a2-7fdc832dee53.txt,001,0.001918
14eaee2c2a2c6c95.txt,000,0.346479
14eaee2c2a2c6c95.txt,001,0.241793
14eaee2c2a2c6c95.txt,006,0.16298
14eaee2c2a2c6c95.txt,003,0.145477
14eaee2c2a2c6c95.txt,008,0.084635
14eaee2c2a2c6c95.txt,013,0.018637
5b392eb8-0e94-4702-bcf8-bea64d83aca3.txt,006,0.50611
5b392eb8-0e94-4702-bcf8-bea64d83aca3.txt,000,0.169617
5b392eb8-0e94-4702-bcf8-bea64d83aca3.txt,004,0.140363
5b392eb8-0e94-4702-bcf8-bea64d83aca3.txt,008,0.09908
5b392eb8-0e94-4702-bcf8-bea64d83aca3.txt,003,0.042611
5b392eb8-0e94-4702-bcf8-bea64d83aca3.txt,005,0.026021
5b392eb8-0e94-4702-bcf8-bea64d83aca3.txt,012,0.016198
153ae5dff591d967.txt,002,0.798019
153ae5dff591d967.txt,007,0.103063
153ae5dff591d967.txt,003,0.067643
153ae5dff591d967.txt,005,0.031275
161ea2b275150452.txt,004,0.347184
161ea2b275150452.txt,006,0.234374
161ea2b275150452.txt,005,0.22383
161ea2b275150452.txt,000,0.155159
161ea2b275150452.txt,013,0.016069
161ea2b275150452.txt,003,0.011781
161ea2b275150452.txt,010,0.011603
1574e51a421d82ee.txt,005,0.500653
1574e51a421d82ee.txt,006,0.353762
1574e51a421d82ee.txt,003,0.108849
1574e51a421d82ee.txt,011,0.020205
1574e51a421d82ee.txt,010,0.016532
158dce9e85fe9a89.txt,003,0.453655
158dce9e85fe9a89.txt,001,0.248779
158dce9e85fe9a89.txt,000,0.241098
158dce9e85fe9a89.txt,011,0.028519
158dce9e85fe9a89.txt,006,0.027949
158a937a655c4fa5.txt,006,0.353607
158a937a655c4fa5.txt,000,0.335493
158a937a655c4fa5.txt,003,0.226268
158a937a655c4fa5.txt,002,0.063823
158a937a655c4fa5.txt,011,0.020809
155c7e728fb93496.txt,004,0.264585
155c7e728fb93496.txt,003,0.223504
155c7e728fb93496.txt,000,0.144409
155c7e728fb93496.txt,001,0.138952
155c7e728fb93496.txt,005,0.121727
155c7e728fb93496.txt,002,0.081838
155c7e728fb93496.txt,008,0.024985
165b4169e2d3ac7f.txt,002,0.348248
165b4169e2d3ac7f.txt,000,0.294448
165b4169e2d3ac7f.txt,004,0.12815
165b4169e2d3ac7f.txt,005,0.123092
165b4169e2d3ac7f.txt,001,0.087135
165b4169e2d3ac7f.txt,006,0.018926
15433b4bf79b8be2.txt,002,0.273161
15433b4bf79b8be2.txt,003,0.191636
15433b4bf79b8be2.txt,006,0.185965
