docname,topic,proportion
14e3d336aa8e83e4.txt,002,0.202166
14e3d336aa8e83e4.txt,005,0.143362
14e3d336aa8e83e4.txt,001,0.135752
14e3d336aa8e83e4.txt,007,0.121614
14e3d336aa8e83e4.txt,009,0.019877
14e3d336aa8e83e4.txt,000,0.016271
a3e61714-911c-4c55-9233-476fd0fb7d36.txt,006,0.900261
a3e61714-911c-4c55-9233-476fd0fb7d36.txt,008,0.099739
160c73f50b925f5b.txt,000,0.52686
160c73f50b925f5b.txt,005,0.256804
160c73f50b925f5b.txt,002,0.140581
160c73f50b925f5b.txt,011,0.040509
160c73f50b925f5b.txt,006,0.035247
d316c6f9-665d-4d20-9740-22a5a5a30665.txt,000,0.657512
d316c6f9-665d-4d20-9740-22a5a5a30665.txt,002,0.154946
d316c6f9-665d-4d20-9740-22a5a5a30665.txt,005,0.145662
d316c6f9-665d-4d20-9740-22a5a5a30665.txt,004,0.04188
afef0918-e0f3-489c-8af4-b0cf50243839.txt,000,0.616279
afef0918-e0f3-489c-8af4-b0cf50243839.txt,008,0.26221
afef0918-e0f3-489c-8af4-b0cf50243839.txt,005,0.121511
aaf2544f-cf69-4287-8824-86e09d5b7bca.txt,003,0.869143
aaf2544f-cf69-4287-8824-86e09d5b7bca.txt,010,0.130857
36feff58-3a15-4225-838e-bf764afa40b6.txt,003,0.578819
36feff58-3a15-4225-838e-bf764afa40b6.txt,008,0.342169
36feff58-3a15-4225-838e-bf764afa40b6.txt,000,0.071374
36feff58-3a15-4225-838e-bf764afa40b6.txt,006,0.007638
a7518cb1-412b-4f3c-bca3-0f9af465f82d.txt,005,0.508595
a7518cb1-412b-4f3c-bca3-0f9af465f82d.txt,008,0.231078
a7518cb1-412b-4f3c-bca3-0f9af465f82d.txt,009,0.124003
a7518cb1-412b-4f3c-bca3-0f9af465f82d.txt,002,0.066139
a7518cb1-412b-4f3c-bca3-0f9af465f82d.txt,003,0.06079
a7518cb1-412b-4f3c-bca3-0f9af465f82d.txt,000,0.009395
15aa1799b14bb116.txt,002,0.493239
15aa1799b14bb116.txt,000,0.446418
15aa1799b14bb116.txt,003,0.060343
1495f05a7965d708.txt,004,0.508604
1495f05a7965d708.txt,000,0.480366
1495f05a7965d708.txt,002,0.01103
149ff1cb6d8d16a7.txt,002,0.481226
149ff1cb6d8d16a7.txt,005,0.321193
149ff1cb6d8d16a7.txt,000,0.135054
149ff1cb6d8d16a7.txt,003,0.062527
1e6131e6-8eb6-44cb-9d41-0f7e4870596c.txt,005,0.519094
1e6131e6-8eb6-44cb-9d41-0f7e4870596c.txt,006,0.34901
1e6131e6-8eb6-44cb-9d41-0f7e4870596c.txt,003,0.112862
1e6131e6-8eb6-44cb-9d41-0f7e4870596c.txt,010,0.019034
1533ac6463d00762.txt,006,0.545919
1533ac6463d00762.txt,002,0.145112
1533ac6463d00762.txt,005,0.120623
1533ac6463d00762.txt,000,0.113906
1533ac6463d00762.txt,001,0.030144
1533ac6463d00762.txt,003,0.024332
1533ac6463d00762.txt,010,0.019964
157dd8d25298ad82.txt,007,0.877572
157dd8d25298ad82.txt,011,0.075681
157dd8d25298ad82.txt,002,0.046748
153a9290c54dedab.txt,002,0.733235
153a9290c54dedab.txt,005,0.180341
153a9290c54dedab.txt,000,0.086424
157e5d94d046f3f1.txt,002,0.516151
157e5d94d046f3f1.txt,005,0.396322
157e5d94d046f3f1.txt,000,0.070225
157e5d94d046f3f1.txt,008,0.017302
155147e4eda412a6.txt,000,0.758362
155147e4eda412a6.txt,004,0.133253
155147e4eda412a6.txt,003,0.108385
14dadbc15060a1e4.txt,000,0.640388
14dadbc15060a1e4.txt,005,0.171986
14dadbc15060a1e4.txt,003,0.128881
14dadbc15060a1e4.txt,002,0.058745
935b6b1b-698e-4ff4-8088-c19f57bee2f5.txt,000,0.487986
935b6b1b-698e-4ff4-8088-c19f57bee2f5.txt,002,0.463947
935b6b1b-698e-4ff4-8088-c19f57bee2f5.txt,008,0.048067
14e199399e33804a.txt,002,0.532058
14e199399e33804a.txt,000,0.197269
14e199399e33804a.txt,001,0.180161
14e199399e33804a.txt,006,0.052495
14e199399e33804a.txt,011,0.02583
14e199399e33804a.txt,005,0.012186
158d985fd861ea10.txt,002,0.600359
158d985fd861ea10.txt,007,0.339121
158d985fd861ea10.txt,008,0.027416
158d985fd861ea10.txt,005,0.018972
158d985fd861ea10.txt,003,0.014132
5dae61f9-fc37-4789-88cb-26ccac74f2a3.txt,000,0.444042
5dae61f9-fc37-4789-88cb-26ccac74f2a3.txt,005,0.290684
5dae61f9-fc37-4789-88cb-26ccac74f2a3.txt,009,0.219546
5dae61f9-fc37-4789-88cb-26ccac74f2a3.txt,003,0.040482
5dae61f9-fc37-4789-88cb-26ccac74f2a3.txt,004,0.005246
2dc12da5-bf54-4567-a64c-d3eeebaa737b.txt,007,0.39392
2dc12da5-bf54-4567-a64c-d3eeebaa737b.txt,003,0.242636
2dc12da5-bf54-4567-a64c-d3eeebaa737b.txt,005,0.204394
2dc12da5-bf54-4567-a64c-d3eeebaa737b.txt,000,0.15905
144b915b8cf2d346.txt,002,0.737103
144b915b8cf2d346.txt,000,0.148537
144b915b8cf2d346.txt,001,0.055463
144b915b8cf2d346.txt,012,0.039273
144b915b8cf2d346.txt,003,0.010598
144b915b8cf2d346.txt,009,0.009026
14f395a31f4f42c4.txt,003,0.543078
14f395a31f4f42c4.txt,006,0.248708
14f395a31f4f42c4.txt,000,0.181638
14f395a31f4f42c4.txt,004,0.026576
2b750815-525c-4965-92bb-5b6ebfc611d8.txt,000,0.624703
2b750815-525c-4965-92bb-5b6ebfc611d8.txt,003,0.191724
2b750815-525c-4965-92bb-5b6ebfc611d8.txt,008,0.094839
2b750815-525c-4965-92bb-5b6ebfc611d8.txt,005,0.086775
2b750815-525c-4965-92bb-5b6ebfc611d8.txt,001,0.001959
23067b67-2fb7-4825-ae9d-e5cf56690b2a.txt,006,0.53633
23067b67-2fb7-4825-ae9d-e5cf56690b2a.txt,000,0.272729
23067b67-2fb7-4825-ae9d-e5cf56690b2a.txt,008,0.159458
23067b67-2fb7-4825-ae9d-e5cf56690b2a.txt,005,0.031483
155e29fd366d3a8c.txt,002,0.629452
155e29fd366d3a8c.txt,006,0.243032
155e29fd366d3a8c.txt,003,0.08682
155e29fd366d3a8c.txt,004,0.024948
155e29fd366d3a8c.txt,009,0.015749
10bc531d-cc8f-4fb6-b250-0b67a83bf525.txt,000,0.49337
10bc531d-cc8f-4fb6-b250-0b67a83bf525.txt,003,0.372477
10bc531d-cc8f-4fb6-b250-0b67a83bf525.txt,002,0.134153
490ecba6-6d83-483e-8daf-b3199fe92a27.txt,003,0.516289
490ecba6-6d83-483e-8daf-b3199fe92a27.txt,007,0.176636
490ecba6-6d83-483e-8daf-b3199fe92a27.txt,006,0.115585
490ecba6-6d83-483e-8daf-b3199fe92a27.txt,000,0.095875
490ecba6-6d83-483e-8daf-b3199fe92a27.txt,002,0.056757
490ecba6-6d83-483e-8daf-b3199fe92a27.txt,005,0.038858
164cbea6ff2cf9c2.txt,003,0.926936
164cbea6ff2cf9c2.txt,000,0.034048
164cbea6ff2cf9c2.txt,006,0.020443
164cbea6ff2cf9c2.txt,011,0.018573
bd29da46-1484-4971-91db-8e48c927105b.txt,000,0.4319
bd29da46-1484-4971-91db-8e48c927105b.txt,004,0.27748
bd29da46-1484-4971-91db-8e48c927105b.txt,005,0.192965
bd29da46-1484-4971-91db-8e48c927105b.txt,008,0.070295
bd29da46-1484-4971-91db-8e48c927105b.txt,006,0.02736
a4f5d335-18ea-46de-977d-9289d79dee49.txt,012,0.980358
a4f5d335-18ea-46de-977d-9289d79dee49.txt,000,0.019642
38a61a2f-a405-4fee-bea2-24ab99175633.txt,000,0.954661
38a61a2f-a405-4fee-bea2-24ab99175633.txt,010,0.022155
38a61a2f-a405-4fee-bea2-24ab99175633.txt,004,0.021824
38a61a2f-a405-4fee-bea2-24ab99175633.txt,007,0.001361
157e625f25e5df14.txt,003,0.490464
157e625f25e5df14.txt,006,0.443584
157e625f25e5df14.txt,002,0.021073
157e625f25e5df14.txt,008,0.019586
157e625f25e5df14.txt,011,0.016554
157e625f25e5df14.txt,000,0.008739
1514214737dd6405.txt,004,0.490987
1514214737dd6405.txt,002,0.244276
1514214737dd6405.txt,006,0.124905
1514214737dd6405.txt,000,0.094328
1514214737dd6405.txt,005,0.045503
1446182fbd88bbe2.txt,002,0.600893
1446182fbd88bbe2.txt,005,0.232669
1446182fbd88bbe2.txt,006,0.076433
1446182fbd88bbe2.txt,001,0.050496
1446182fbd88bbe2.txt,000,0.039509
404dd707-2933-4cad-9800-abe4fbf1de09.txt,001,0.691099
404dd707-2933-4cad-9800-abe4fbf1de09.txt,008,0.305057
404dd707-2933-4cad-9800-abe4fbf1de09.txt,002,0.003844
48a1b810-99d2-422d-917f-4d19519d40fc.txt,004,0.501598
48a1b810-99d2-422d-917f-4d19519d40fc.txt,003,0.382456
48a1b810-99d2-422d-917f-4d19519d40fc.txt,011,0.089052
48a1b810-99d2-422d-917f-4d19519d40fc.txt,002,0.026894
1469869e6f3b67cc.txt,003,0.332966
1469869e6f3b67cc.txt,002,0.201992
1469869e6f3b67cc.txt,001,0.201694
1469869e6f3b67cc.txt,000,0.147535
1469869e6f3b67cc.txt,006,0.07848
1469869e6f3b67cc.txt,009,0.022311
1469869e6f3b67cc.txt,012,0.015022
cf86b22b-f6cb-43a9-870b-097fc87ac699.txt,005,0.871123
cf86b22b-f6cb-43a9-870b-097fc87ac699.txt,008,0.068853
cf86b22b-f6cb-43a9-870b-097fc87ac699.txt,002,0.025289
cf86b22b-f6cb-43a9-870b-097fc87ac699.txt,000,0.022115
cf86b22b-f6cb-43a9-870b-097fc87ac699.txt,011,0.012619
15257b25d0560d08.txt,003,0.359334
15257b25d0560d08.txt,002,0.208561
15257b25d0560d08.txt,007,0.181017
15257b25d0560d08.txt,012,0.12934
15257b25d0560d08.txt,005,0.077586
15257b25d0560d08.txt,001,0.044162
158d82ea95390e5e.txt,003,0.323454
158d82ea95390e5e.txt,000,0.252472
158d82ea95390e5e.txt,004,0.192322
158d82ea95390e5e.txt,001,0.159816
158d82ea95390e5e.txt,002,0.071936
1481f8e737cf904d.txt,006,0.53717
1481f8e737cf904d.txt,000,0.159976
1481f8e737cf904d.txt,005,0.124862
1481f8e737cf904d.txt,003,0.093004
1481f8e737cf904d.txt,002,0.084987
1442a4e43bb82e7e.txt,009,0.305855
1442a4e43bb82e7e.txt,004,0.287581
1442a4e43bb82e7e.txt,006,0.189092
1442a4e43bb82e7e.txt,000,0.149928
1442a4e43bb82e7e.txt,008,0.064138
1442a4e43bb82e7e.txt,001,0.003405
1612273a6efeb623.txt,002,0.695743
1612273a6efeb623.txt,005,0.157453
1612273a6efeb623.txt,004,0.13383
1612273a6efeb623.txt,000,0.012975
159d90a4ebb11df2.txt,003,0.979872
159d90a4ebb11df2.txt,001,0.017865
159d90a4ebb11df2.txt,000,0.002264
16403627f199ec3d.txt,006,0.713078
16403627f199ec3d.txt,004,0.122325
16403627f199ec3d.txt,005,0.106242
16403627f199ec3d.txt,010,0.043772
16403627f199ec3d.txt,000,0.014583
143e187e17ffcfac.txt,002,0.447905
143e187e17ffcfac.txt,000,0.346489
143e187e17ffcfac.txt,004,0.078343
143e187e17ffcfac.txt,005,0.066847
143e187e17ffcfac.txt,006,0.060416
1514210a6d011da4.txt,000,0.583584
1514210a6d011da4.txt,006,0.189356
1514210a6d011da4.txt,008,0.102592
1514210a6d011da4.txt,004,0.073011
1514210a6d011da4.txt,005,0.036242
1514210a6d011da4.txt,007,0.015214
34ab0a64-abb5-4098-b5eb-e7cc46e4a47f.txt,009,0.964482
34ab0a64-abb5-4098-b5eb-e7cc46e4a47f.txt,003,0.035518
158aff0f27c30ea5.txt,007,0.877572
158aff0f27c30ea5.txt,011,0.075681
158aff0f27c30ea5.txt,002,0.046748
a835faf1-0be5-421b-8254-0bce2a1bc386.txt,003,0.425549
a835faf1-0be5-421b-8254-0bce2a1bc386.txt,004,0.365991
a835faf1-0be5-421b-8254-0bce2a1bc386.txt,011,0.062145
a835faf1-0be5-421b-8254-0bce2a1bc386.txt,014,0.055013
a835faf1-0be5-421b-8254-0bce2a1bc386.txt,009,0.049792
a835faf1-0be5-421b-8254-0bce2a1bc386.txt,005,0.041511
15a5f910b498f5c8.txt,011,1.0
38b3f467-a524-4536-8511-1e82574199af.txt,002,0.512845
38b3f467-a524-4536-8511-1e82574199af.txt,004,0.265465
38b3f467-a524-4536-8511-1e82574199af.txt,000,0.078037
38b3f467-a524-4536-8511-1e82574199af.txt,006,0.073027
38b3f467-a524-4536-8511-1e82574199af.txt,009,0.043661
38b3f467-a524-4536-8511-1e82574199af.txt,005,0.024174
38b3f467-a524-4536-8511-1e82574199af.txt,001,0.00279
b160d2f6-ac61-4ee7-9aae-229066f106c7.txt,006,0.50611
b160d2f6-ac61-4ee7-9aae-229066f106c7.txt,000,0.169617
b160d2f6-ac61-4ee7-9aae-229066f106c7.txt,004,0.140363
b160d2f6-ac61-4ee7-9aae-229066f106c7.txt,008,0.09908
b160d2f6-ac61-4ee7-9aae-229066f106c7.txt,003,0.042611
b160d2f6-ac61-4ee7-9aae-229066f106c7.txt,005,0.026021
b160d2f6-ac61-4ee7-9aae-229066f106c7.txt,012,0.016198
14f346443b3b7c94.txt,004,0.360606
14f346443b3b7c94.txt,002,0.273128
14f346443b3b7c94.txt,001,0.159789
14f346443b3b7c94.txt,003,0.095975
14f346443b3b7c94.txt,005,0.053825
14f346443b3b7c94.txt,000,0.039568
14f346443b3b7c94.txt,009,0.01711
14e19683877b695b.txt,003,0.347684
14e19683877b695b.txt,004,0.344935
14e19683877b695b.txt,006,0.086974
14e19683877b695b.txt,002,0.081625
14e19683877b695b.txt,000,0.074541
14e19683877b695b.txt,005,0.047408
14e19683877b695b.txt,001,0.016834
155e21ba7cecebd3.txt,006,0.311628
155e21ba7cecebd3.txt,007,0.269592
155e21ba7cecebd3.txt,000,0.137006
155e21ba7cecebd3.txt,003,0.066964
155e21ba7cecebd3.txt,002,0.065589
155e21ba7cecebd3.txt,004,0.062858
155e21ba7cecebd3.txt,011,0.045304
155e21ba7cecebd3.txt,005,0.041058
158c29b61ba73c36.txt,002,0.512708
158c29b61ba73c36.txt,004,0.333559
158c29b61ba73c36.txt,005,0.146246
158c29b61ba73c36.txt,000,0.007487
145da5886fde4b74.txt,000,0.988197
145da5886fde4b74.txt,004,0.010109
145da5886fde4b74.txt,003,0.001694
14f39c29b30af6fc.txt,000,0.346177
14f39c29b30af6fc.txt,004,0.307649
14f39c29b30af6fc.txt,002,0.211916
14f39c29b30af6fc.txt,005,0.113008
14f39c29b30af6fc.txt,013,0.01932
14f39c29b30af6fc.txt,001,0.001929
7d5f22a7-f870-476f-a364-6f074be970e1.txt,002,0.587554
7d5f22a7-f870-476f-a364-6f074be970e1.txt,003,0.196803
7d5f22a7-f870-476f-a364-6f074be970e1.txt,007,0.145844
7d5f22a7-f870-476f-a364-6f074be970e1.txt,000,0.069799
14fbb05ff5708d70.txt,002,0.680748
14fbb05ff5708d70.txt,000,0.174011
14fbb05ff5708d70.txt,005,0.139512
14fbb05ff5708d70.txt,006,0.005729
97e23f23-8195-45b7-8898-3f50fb9365d2.txt,004,0.576762
97e23f23-8195-45b7-8898-3f50fb9365d2.txt,000,0.227818
97e23f23-8195-45b7-8898-3f50fb9365d2.txt,006,0.102413
97e23f23-8195-45b7-8898-3f50fb9365d2.txt,003,0.093007
d9cdb80e-34fc-4a45-8f01-847bc9dbde08.txt,003,0.940962
d9cdb80e-34fc-4a45-8f01-847bc9dbde08.txt,006,0.030758
d9cdb80e-34fc-4a45-8f01-847bc9dbde08.txt,000,0.016808
d9cdb80e-34fc-4a45-8f01-847bc9dbde08.txt,011,0.011472
d165d9a6-7bd2-435b-a52a-96da6d38a0ff.txt,004,0.487681
d165d9a6-7bd2-435b-a52a-96da6d38a0ff.txt,003,0.220232
d165d9a6-7bd2-435b-a52a-96da6d38a0ff.txt,000,0.17658
d165d9a6-7bd2-435b-a52a-96da6d38a0ff.txt,002,0.115507
1486a1282732cb07.txt,000,0.390057
1486a1282732cb07.txt,003,0.366369
1486a1282732cb07.txt,001,0.105781
1486a1282732cb07.txt,005,0.081473
1486a1282732cb07.txt,006,0.05632
164d01c66c5b6a32.txt,003,0.402919
164d01c66c5b6a32.txt,000,0.396639
164d01c66c5b6a32.txt,002,0.128768
164d01c66c5b6a32.txt,006,0.041813
164d01c66c5b6a32.txt,001,0.019113
164d01c66c5b6a32.txt,012,0.010748
4e8898fd-d455-49b7-99bb-b5fe8db00958.txt,013,1.0
6ef07dd7-96b1-4e69-aa2d-44b221579983.txt,000,0.344593
6ef07dd7-96b1-4e69-aa2d-44b221579983.txt,006,0.25136
6ef07dd7-96b1-4e69-aa2d-44b221579983.txt,001,0.152292
6ef07dd7-96b1-4e69-aa2d-44b221579983.txt,002,0.111883
6ef07dd7-96b1-4e69-aa2d-44b221579983.txt,008,0.111524
6ef07dd7-96b1-4e69-aa2d-44b221579983.txt,005,0.028348
149f9a0c019dee7c.txt,006,0.599425
149f9a0c019dee7c.txt,002,0.22866
149f9a0c019dee7c.txt,004,0.069202
149f9a0c019dee7c.txt,005,0.062563
149f9a0c019dee7c.txt,011,0.023869
149f9a0c019dee7c.txt,010,0.01628
26cd415f-6f76-49b5-98b1-9d501fc6e76e.txt,002,0.624723
26cd415f-6f76-49b5-98b1-9d501fc6e76e.txt,000,0.164607
26cd415f-6f76-49b5-98b1-9d501fc6e76e.txt,004,0.106213
26cd415f-6f76-49b5-98b1-9d501fc6e76e.txt,005,0.053361
26cd415f-6f76-49b5-98b1-9d501fc6e76e.txt,001,0.051097
2ebda280-023a-4e51-9f88-7e1f5980526b.txt,006,0.803432
2ebda280-023a-4e51-9f88-7e1f5980526b.txt,005,0.120669
2ebda280-023a-4e51-9f88-7e1f5980526b.txt,004,0.075899
14dadf72b546343c.txt,000,0.371327
14dadf72b546343c.txt,004,0.297529
14dadf72b546343c.txt,002,0.191349
14dadf72b546343c.txt,005,0.121586
14dadf72b546343c.txt,013,0.016322
14dadf72b546343c.txt,001,0.001887
15576043322b4391.txt,002,0.820505
15576043322b4391.txt,003,0.111752
15576043322b4391.txt,000,0.067743
14e1947e85ae26c6.txt,003,0.332514
14e1947e85ae26c6.txt,002,0.301095
14e1947e85ae26c6.txt,001,0.170741
14e1947e85ae26c6.txt,000,0.127789
14e1947e85ae26c6.txt,005,0.067861
b8b6173d-d841-4267-9506-330059c3556c.txt,012,0.980358
b8b6173d-d841-4267-9506-330059c3556c.txt,000,0.019642
14e1944443004cb9.txt,006,0.421408
14e1944443004cb9.txt,004,0.244264
14e1944443004cb9.txt,005,0.167804
14e1944443004cb9.txt,001,0.080981
14e1944443004cb9.txt,002,0.051816
14e1944443004cb9.txt,000,0.033727
07cd6e3a-7c91-4134-a644-063155f2ad35.txt,000,0.747155
07cd6e3a-7c91-4134-a644-063155f2ad35.txt,007,0.224676
07cd6e3a-7c91-4134-a644-063155f2ad35.txt,004,0.028169
1b2320a2-e65c-4982-83bc-7d09680e374b.txt,008,0.529685
1b2320a2-e65c-4982-83bc-7d09680e374b.txt,005,0.372854
1b2320a2-e65c-4982-83bc-7d09680e374b.txt,002,0.097461
158dd4b0a88851e8.txt,003,0.867774
158dd4b0a88851e8.txt,002,0.069491
158dd4b0a88851e8.txt,005,0.034503
158dd4b0a88851e8.txt,004,0.028232
1b8d3c26-fa95-4d1a-b3a2-00557c2c71bf.txt,014,0.958934
1b8d3c26-fa95-4d1a-b3a2-00557c2c71bf.txt,000,0.041066
14869fbe9637b646.txt,005,0.69435
14869fbe9637b646.txt,000,0.166496
14869fbe9637b646.txt,002,0.092093
14869fbe9637b646.txt,008,0.04706
